End DateTime,Start DateTime,Session Code,Room,End Time,Date,Start Time,Length,Disclaimer
4/15/2025 1:30:00 PM,4/15/2025 12:00:00 PM,1938,Hands-on Training 29C | Upper Level East,1:30 PM,4/15/2025,12:00 PM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 1:30:00 PM,4/17/2025 12:00:00 PM,1938,Hands-on Training 29C | Upper Level East,1:30 PM,4/17/2025,12:00 PM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 11:35:00 AM,4/17/2025 11:15:00 AM,1999,"Theater 2 | Data Village, Ground Level",11:35 AM,4/17/2025,11:15 AM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 2:05:00 PM,4/15/2025 1:45:00 PM,1999,"Theater 4 | Data Village, Ground Level",2:05 PM,4/15/2025,1:45 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 9:40:00 AM,4/17/2025 9:00:00 AM,1329,"Stage 5 | Content Pavilion, Ground Level",9:40 AM,4/17/2025,9:00 AM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 2:10:00 PM,4/15/2025 1:30:00 PM,1191,"Stage 6 | Content Pavilion, Ground Level",2:10 PM,4/15/2025,1:30 PM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 9:10:00 AM,4/16/2025 8:30:00 AM,1191,"Stage 6 | Content Pavilion, Ground Level",9:10 AM,4/16/2025,8:30 AM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 9:40:00 AM,4/15/2025 9:00:00 AM,1377,"Stage 1 | Content Pavilion, Ground Level",9:40 AM,4/15/2025,9:00 AM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 11:40:00 AM,4/17/2025 11:00:00 AM,1377,"Stage 1 | Content Pavilion, Ground Level",11:40 AM,4/17/2025,11:00 AM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 3:40:00 PM,4/15/2025 3:00:00 PM,1511,"Stage 7 | Content Pavilion, Ground Level",3:40 PM,4/15/2025,3:00 PM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 1:10:00 PM,4/17/2025 12:30:00 PM,1511,"Stage 8 | Content Pavilion, Ground Level",1:10 PM,4/17/2025,12:30 PM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 1:10:00 PM,4/16/2025 12:30:00 PM,1068,"Stage 6 | Content Pavilion, Ground Level",1:10 PM,4/16/2025,12:30 PM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 8:40:00 AM,4/17/2025 8:00:00 AM,1068,"Stage 7 | Content Pavilion, Ground Level",8:40 AM,4/17/2025,8:00 AM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 9:50:00 AM,4/16/2025 9:30:00 AM,1280,"Theater 1 | Data Village, Ground Level",9:50 AM,4/16/2025,9:30 AM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 2:20:00 PM,4/16/2025 2:00:00 PM,1280,"Theater 3 | Data Village, Ground Level",2:20 PM,4/16/2025,2:00 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 1:30:00 PM,4/16/2025 12:00:00 PM,1932,Hands-on Training 20A | Upper Level East,1:30 PM,4/16/2025,12:00 PM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 11:30:00 AM,4/17/2025 10:00:00 AM,1932,Hands-on Training 20D | Upper Level East,11:30 AM,4/17/2025,10:00 AM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 9:45:00 AM,4/15/2025 8:15:00 AM,1932,Hands-on Training 24C | Upper Level East,9:45 AM,4/15/2025,8:15 AM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 4:00:00 PM,4/17/2025 2:30:00 PM,1932,Hands-on Training 28B | Upper Level East,4:00 PM,4/17/2025,2:30 PM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 4:00:00 PM,4/15/2025 2:30:00 PM,1950,Hands-on Training 20C | Upper Level East,4:00 PM,4/15/2025,2:30 PM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 10:00:00 AM,4/16/2025 8:30:00 AM,1950,Hands-on Training 20C | Upper Level East,10:00 AM,4/16/2025,8:30 AM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 10:00:00 AM,4/17/2025 8:30:00 AM,1950,Hands-on Training 28B | Upper Level East,10:00 AM,4/17/2025,8:30 AM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 3:30:00 PM,4/15/2025 2:00:00 PM,1914,Hands-on Training 20D | Upper Level East,3:30 PM,4/15/2025,2:00 PM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 3:30:00 PM,4/17/2025 2:00:00 PM,1914,Hands-on Training 20D | Upper Level East,3:30 PM,4/17/2025,2:00 PM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 1:30:00 PM,4/16/2025 12:00:00 PM,1914,Hands-on Training 30C | Upper Level East,1:30 PM,4/16/2025,12:00 PM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 1:30:00 PM,4/17/2025 12:00:00 PM,1914,Hands-on Training 30C | Upper Level East,1:30 PM,4/17/2025,12:00 PM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 12:20:00 PM,4/17/2025 12:00:00 PM,1022,"Theater 1 | Data Village, Ground Level",12:20 PM,4/17/2025,12:00 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 12:20:00 PM,4/16/2025 12:00:00 PM,1022,"Theater 3 | Data Village, Ground Level",12:20 PM,4/16/2025,12:00 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 2:35:00 PM,4/17/2025 2:15:00 PM,1558,"Theater 2 | Data Village, Ground Level",2:35 PM,4/17/2025,2:15 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 9:05:00 AM,4/15/2025 8:45:00 AM,1558,"Theater 4 | Data Village, Ground Level",9:05 AM,4/15/2025,8:45 AM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 2:50:00 PM,4/15/2025 2:30:00 PM,1390,"Theater 3 | Data Village, Ground Level",2:50 PM,4/15/2025,2:30 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 1:45:00 PM,4/17/2025 1:00:00 PM,8006,Keynote Room,1:45 PM,4/17/2025,1:00 PM,45,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 2:00:00 PM,4/16/2025 12:30:00 PM,1926,Hands-on Training 30B | Upper Level East,2:00 PM,4/16/2025,12:30 PM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 4:00:00 PM,4/15/2025 2:30:00 PM,1926,Hands-on Training 31A | Upper Level East,4:00 PM,4/15/2025,2:30 PM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 9:30:00 AM,4/17/2025 8:00:00 AM,1926,Hands-on Training 32A | Upper Level East,9:30 AM,4/17/2025,8:00 AM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 4:40:00 PM,4/15/2025 4:00:00 PM,1286,"Stage 5 | Content Pavilion, Ground Level",4:40 PM,4/15/2025,4:00 PM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 2:00:00 PM,4/16/2025 12:30:00 PM,1906,Hands-on Training 29B | Upper Level East,2:00 PM,4/16/2025,12:30 PM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 10:00:00 AM,4/16/2025 8:30:00 AM,1906,Hands-on Training 29B | Upper Level East,10:00 AM,4/16/2025,8:30 AM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 12:00:00 PM,4/17/2025 10:30:00 AM,1906,Hands-on Training 30B | Upper Level East,12:00 PM,4/17/2025,10:30 AM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 3:30:00 PM,4/15/2025 2:00:00 PM,1906,Hands-on Training 30C | Upper Level East,3:30 PM,4/15/2025,2:00 PM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 3:40:00 PM,4/17/2025 3:00:00 PM,1333,"Stage 5 | Content Pavilion, Ground Level",3:40 PM,4/17/2025,3:00 PM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 8:40:00 AM,4/16/2025 8:00:00 AM,1333,"Stage 7 | Content Pavilion, Ground Level",8:40 AM,4/16/2025,8:00 AM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 2:10:00 PM,4/16/2025 1:30:00 PM,1035,"Stage 2 | Content Pavilion, Ground Level",2:10 PM,4/16/2025,1:30 PM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 3:10:00 PM,4/17/2025 2:30:00 PM,1035,"Stage 6 | Content Pavilion, Ground Level",3:10 PM,4/17/2025,2:30 PM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 1:10:00 PM,4/15/2025 12:30:00 PM,1335,"Stage 8 | Content Pavilion, Ground Level",1:10 PM,4/15/2025,12:30 PM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 1:40:00 PM,4/16/2025 1:00:00 PM,1844,"Stage 5 | Content Pavilion, Ground Level",1:40 PM,4/16/2025,1:00 PM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 4:20:00 PM,4/15/2025 4:00:00 PM,1727,"Theater 3 | Data Village, Ground Level",4:20 PM,4/15/2025,4:00 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 11:20:00 AM,4/17/2025 11:00:00 AM,1727,"Theater 3 | Data Village, Ground Level",11:20 AM,4/17/2025,11:00 AM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 9:00:00 PM,4/16/2025 6:00:00 PM,8500,The Rady Shell at Jacobs Park,9:00 PM,4/16/2025,6:00 PM,180,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 12:10:00 PM,4/15/2025 11:30:00 AM,1698,"Stage 2 | Content Pavilion, Ground Level",12:10 PM,4/15/2025,11:30 AM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 11:40:00 AM,4/17/2025 11:00:00 AM,1698,"Stage 5 | Content Pavilion, Ground Level",11:40 AM,4/17/2025,11:00 AM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 1:50:00 PM,4/15/2025 1:30:00 PM,1379,"Theater 1 | Data Village, Ground Level",1:50 PM,4/15/2025,1:30 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 3:30:00 PM,4/15/2025 2:00:00 PM,1917,Hands-on Training 23A | Upper Level East,3:30 PM,4/15/2025,2:00 PM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 3:30:00 PM,4/17/2025 2:00:00 PM,1917,Hands-on Training 28C | Upper Level East,3:30 PM,4/17/2025,2:00 PM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 12:00:00 PM,4/16/2025 10:30:00 AM,1917,Hands-on Training 30B | Upper Level East,12:00 PM,4/16/2025,10:30 AM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 4:00:00 PM,4/16/2025 2:30:00 PM,1917,Hands-on Training 30B | Upper Level East,4:00 PM,4/16/2025,2:30 PM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 1:50:00 PM,4/17/2025 1:30:00 PM,1749,"Theater 1 | Data Village, Ground Level",1:50 PM,4/17/2025,1:30 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 9:20:00 AM,4/15/2025 9:00:00 AM,1749,"Theater 3 | Data Village, Ground Level",9:20 AM,4/15/2025,9:00 AM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 1:30:00 PM,4/15/2025 12:00:00 PM,1931,Hands-on Training 23A | Upper Level East,1:30 PM,4/15/2025,12:00 PM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 1:30:00 PM,4/16/2025 12:00:00 PM,1931,Hands-on Training 32A | Upper Level East,1:30 PM,4/16/2025,12:00 PM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 10:00:00 AM,4/17/2025 8:30:00 AM,1931,Hands-on Training 33A | Upper Level East,10:00 AM,4/17/2025,8:30 AM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 9:10:00 AM,4/17/2025 8:30:00 AM,1535,"Stage 6 | Content Pavilion, Ground Level",9:10 AM,4/17/2025,8:30 AM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 2:10:00 PM,4/15/2025 1:30:00 PM,1535,"Stage 8 | Content Pavilion, Ground Level",2:10 PM,4/15/2025,1:30 PM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 2:00:00 PM,4/16/2025 12:30:00 PM,1927,Hands-on Training 20C | Upper Level East,2:00 PM,4/16/2025,12:30 PM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 4:00:00 PM,4/17/2025 2:30:00 PM,1927,Hands-on Training 20C | Upper Level East,4:00 PM,4/17/2025,2:30 PM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 3:30:00 PM,4/16/2025 2:00:00 PM,1927,Hands-on Training 29C | Upper Level East,3:30 PM,4/16/2025,2:00 PM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 9:45:00 AM,4/15/2025 8:15:00 AM,1927,Hands-on Training 31A | Upper Level East,9:45 AM,4/15/2025,8:15 AM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 1:20:00 PM,4/16/2025 1:00:00 PM,1661,"Theater 1 | Data Village, Ground Level",1:20 PM,4/16/2025,1:00 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 3:05:00 PM,4/17/2025 2:45:00 PM,1661,"Theater 2 | Data Village, Ground Level",3:05 PM,4/17/2025,2:45 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 9:10:00 AM,4/15/2025 8:30:00 AM,1033,"Stage 4 | Content Pavilion, Ground Level",9:10 AM,4/15/2025,8:30 AM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 10:10:00 AM,4/17/2025 9:30:00 AM,1033,"Stage 4 | Content Pavilion, Ground Level",10:10 AM,4/17/2025,9:30 AM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 2:40:00 PM,4/17/2025 2:00:00 PM,1349,"Stage 1 | Content Pavilion, Ground Level",2:40 PM,4/17/2025,2:00 PM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 4:40:00 PM,4/15/2025 4:00:00 PM,1349,"Stage 3 | Content Pavilion, Ground Level",4:40 PM,4/15/2025,4:00 PM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 1:10:00 PM,4/16/2025 12:30:00 PM,1327,"Stage 8 | Content Pavilion, Ground Level",1:10 PM,4/16/2025,12:30 PM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 1:40:00 PM,4/16/2025 1:00:00 PM,1745,"Stage 1 | Content Pavilion, Ground Level",1:40 PM,4/16/2025,1:00 PM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 2:10:00 PM,4/17/2025 1:30:00 PM,1745,"Stage 2 | Content Pavilion, Ground Level",2:10 PM,4/17/2025,1:30 PM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 1:10:00 PM,4/15/2025 12:30:00 PM,1614,"Stage 6 | Content Pavilion, Ground Level",1:10 PM,4/15/2025,12:30 PM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 2:10:00 PM,4/17/2025 1:30:00 PM,1614,"Stage 8 | Content Pavilion, Ground Level",2:10 PM,4/17/2025,1:30 PM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 1:40:00 PM,4/15/2025 1:00:00 PM,1314,"Stage 1 | Content Pavilion, Ground Level",1:40 PM,4/15/2025,1:00 PM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 11:45:00 AM,4/15/2025 11:00:00 AM,2264,"Community Meetups | Data Village, Ground Level",11:45 AM,4/15/2025,11:00 AM,45,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 2:00:00 PM,4/15/2025 12:30:00 PM,1936,Hands-on Training 28B | Upper Level East,2:00 PM,4/15/2025,12:30 PM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 11:30:00 AM,4/16/2025 10:00:00 AM,1936,Hands-on Training 32A | Upper Level East,11:30 AM,4/16/2025,10:00 AM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 3:30:00 PM,4/17/2025 2:00:00 PM,1936,Hands-on Training 32A | Upper Level East,3:30 PM,4/17/2025,2:00 PM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 2:20:00 PM,4/15/2025 2:00:00 PM,1461,"Theater 3 | Data Village, Ground Level",2:20 PM,4/15/2025,2:00 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 8:40:00 AM,4/17/2025 8:00:00 AM,1611,"Stage 3 | Content Pavilion, Ground Level",8:40 AM,4/17/2025,8:00 AM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
