Region,Segment,Category,Sub-Category,YearMonth,Budget
Central,Home Office,Office Supplies,Labels,2022-02,6.56
Central,Home Office,Office Supplies,Labels,2022-05,21.24
Central,Home Office,Office Supplies,Labels,2022-06,110.55
Central,Home Office,Office Supplies,Labels,2022-10,24.17
Central,Home Office,Office Supplies,Labels,2022-11,26.66
Central,Home Office,Office Supplies,Labels,2023-08,44.86
Central,Home Office,Office Supplies,Labels,2024-08,66.17
Central,Home Office,Office Supplies,Labels,2024-10,116.14
Central,Home Office,Office Supplies,Labels,2024-11,122.22
Central,Home Office,Office Supplies,Labels,2025-03,2.63
Central,Home Office,Office Supplies,Labels,2025-06,47.73
Central,Home Office,Office Supplies,Labels,2025-09,35.91
Central,Home Office,Office Supplies,Labels,2025-11,24.67
Central,Home Office,Office Supplies,Paper,2022-03,27.52
Central,Home Office,Office Supplies,Paper,2022-04,9.2
Central,Home Office,Office Supplies,Paper,2022-05,19.55
Central,Home Office,Office Supplies,Paper,2022-06,77.7
Central,Home Office,Office Supplies,Paper,2022-07,17.65
Central,Home Office,Office Supplies,Paper,2022-08,20.52
Central,Home Office,Office Supplies,Paper,2022-09,40.79
Central,Home Office,Office Supplies,Paper,2022-10,4.06
Central,Home Office,Office Supplies,Paper,2022-11,39.78
Central,Home Office,Office Supplies,Paper,2023-03,62.33
Central,Home Office,Office Supplies,Paper,2023-08,20.52
Central,Home Office,Office Supplies,Paper,2023-11,218.55
Central,Home Office,Office Supplies,Paper,2023-12,535.09
Central,Home Office,Office Supplies,Paper,2024-03,49.57
Central,Home Office,Office Supplies,Paper,2024-04,21.34
Central,Home Office,Office Supplies,Paper,2024-05,677.46
Central,Home Office,Office Supplies,Paper,2024-06,715.71
Central,Home Office,Office Supplies,Paper,2024-07,115.62
Central,Home Office,Office Supplies,Paper,2024-08,89.39
Central,Home Office,Office Supplies,Paper,2024-09,9.01
Central,Home Office,Office Supplies,Paper,2024-10,13.84
Central,Home Office,Office Supplies,Paper,2024-11,21.96
Central,Home Office,Office Supplies,Paper,2025-01,9.94
Central,Home Office,Office Supplies,Paper,2025-02,413.4
Central,Home Office,Office Supplies,Paper,2025-03,22.34
Central,Home Office,Office Supplies,Paper,2025-04,112.62
Central,Home Office,Office Supplies,Paper,2025-05,7.85
Central,Home Office,Office Supplies,Paper,2025-06,136.79
Central,Home Office,Office Supplies,Paper,2025-07,183.46
Central,Home Office,Office Supplies,Paper,2025-09,82.02
Central,Home Office,Office Supplies,Paper,2025-10,41.07
Central,Home Office,Office Supplies,Paper,2025-11,348.65
Central,Home Office,Office Supplies,Paper,2025-12,37.06
Central,Home Office,Office Supplies,Storage,2022-01,226.4
Central,Home Office,Office Supplies,Storage,2022-06,170.8
Central,Home Office,Office Supplies,Storage,2022-07,372.41
Central,Home Office,Office Supplies,Storage,2022-08,914.45
Central,Home Office,Office Supplies,Storage,2022-09,21.2
Central,Home Office,Office Supplies,Storage,2022-10,574.86
Central,Home Office,Office Supplies,Storage,2022-11,183.52
Central,Home Office,Office Supplies,Storage,2023-06,296.76
Central,Home Office,Office Supplies,Storage,2023-11,876.34
Central,Home Office,Office Supplies,Storage,2023-12,17.27
Central,Home Office,Office Supplies,Storage,2024-04,429.68
Central,Home Office,Office Supplies,Storage,2024-05,52.34
Central,Home Office,Office Supplies,Storage,2024-06,250.2
Central,Home Office,Office Supplies,Storage,2024-08,682.41
Central,Home Office,Office Supplies,Storage,2024-11,1213.78
Central,Home Office,Office Supplies,Storage,2024-12,30.79
Central,Home Office,Office Supplies,Storage,2025-01,73.4
Central,Home Office,Office Supplies,Storage,2025-03,9.07
Central,Home Office,Office Supplies,Storage,2025-05,73.49
Central,Home Office,Office Supplies,Storage,2025-06,232.52
Central,Home Office,Office Supplies,Storage,2025-07,822.57
Central,Home Office,Office Supplies,Storage,2025-08,220.36
Central,Home Office,Office Supplies,Storage,2025-09,418.82
Central,Home Office,Office Supplies,Storage,2025-10,69.0
Central,Home Office,Office Supplies,Storage,2025-11,936.23
Central,Home Office,Office Supplies,Supplies,2022-09,375.47
Central,Home Office,Office Supplies,Supplies,2023-09,79.08
Central,Home Office,Office Supplies,Supplies,2023-10,81.33
Central,Home Office,Office Supplies,Supplies,2025-08,24.65
Central,Home Office,Technology,Accessories,2022-06,72.05
Central,Home Office,Technology,Accessories,2022-08,19.46
Central,Home Office,Technology,Accessories,2022-09,104.48
Central,Home Office,Technology,Accessories,2022-10,357.4
Central,Home Office,Technology,Accessories,2023-08,115.24
Central,Home Office,Technology,Accessories,2023-10,414.95
Central,Home Office,Technology,Accessories,2023-11,1090.09
Central,Home Office,Technology,Accessories,2023-12,1025.87
Central,Home Office,Technology,Accessories,2024-03,25.67
Central,Home Office,Technology,Accessories,2024-04,236.38
Central,Home Office,Technology,Accessories,2024-06,72.95
Central,Home Office,Technology,Accessories,2024-08,888.16
Central,Home Office,Technology,Accessories,2024-09,186.89
Central,Home Office,Technology,Accessories,2025-01,785.65
Central,Home Office,Technology,Accessories,2025-05,434.83
Central,Home Office,Technology,Accessories,2025-07,402.58
Central,Home Office,Technology,Accessories,2025-09,1866.74
Central,Home Office,Technology,Accessories,2025-10,857.04
Central,Home Office,Technology,Accessories,2025-11,51.15
Central,Home Office,Technology,Accessories,2025-12,263.98
Central,Home Office,Technology,Copiers,2022-08,570.68
Central,Home Office,Technology,Copiers,2023-11,647.65
Central,Home Office,Technology,Copiers,2023-12,1104.29
Central,Home Office,Technology,Copiers,2025-03,870.99
Central,Home Office,Technology,Machines,2022-03,584.84
Central,Home Office,Technology,Machines,2023-12,662.29
Central,Home Office,Technology,Machines,2024-06,1144.11
Central,Home Office,Technology,Machines,2025-01,323.39
Central,Home Office,Technology,Machines,2025-03,203.51
Central,Home Office,Technology,Machines,2025-09,370.33
Central,Home Office,Technology,Phones,2022-03,264.76
Central,Home Office,Technology,Phones,2022-04,733.49
Central,Home Office,Technology,Phones,2022-06,8.72
Central,Home Office,Technology,Phones,2022-07,38.66
Central,Home Office,Technology,Phones,2022-08,278.41
Central,Home Office,Technology,Phones,2022-09,231.34
Central,Home Office,Technology,Phones,2022-11,346.36
Central,Home Office,Technology,Phones,2023-05,236.75
Central,Home Office,Technology,Phones,2023-06,306.4
Central,Home Office,Technology,Phones,2023-08,141.5
Central,Home Office,Technology,Phones,2023-09,929.57
Central,Home Office,Technology,Phones,2023-10,359.28
Central,Home Office,Technology,Phones,2023-12,2848.62
Central,Home Office,Technology,Phones,2024-03,826.17
Central,Home Office,Technology,Phones,2024-04,535.28
Central,Home Office,Technology,Phones,2024-05,448.75
Central,Home Office,Technology,Phones,2024-06,362.26
Central,Home Office,Technology,Phones,2024-08,15.89
Central,Home Office,Technology,Phones,2024-10,549.93
Central,Home Office,Technology,Phones,2024-12,716.34
Central,Home Office,Technology,Phones,2025-01,231.81
Central,Home Office,Technology,Phones,2025-02,461.96
Central,Home Office,Technology,Phones,2025-03,32.11
Central,Home Office,Technology,Phones,2025-05,124.82
Central,Home Office,Technology,Phones,2025-06,1528.15
Central,Home Office,Technology,Phones,2025-09,3033.31
Central,Home Office,Technology,Phones,2025-10,2197.87
Central,Home Office,Technology,Phones,2025-11,2406.59
Central,Home Office,Technology,Phones,2025-12,57.0
East,Consumer,Furniture,Bookcases,2022-05,340.08
East,Consumer,Furniture,Bookcases,2022-06,380.2
East,Consumer,Furniture,Bookcases,2022-09,1400.39
East,Consumer,Furniture,Bookcases,2022-11,4876.12
East,Consumer,Furniture,Bookcases,2022-12,1023.53
East,Consumer,Furniture,Bookcases,2023-02,264.47
East,Consumer,Furniture,Bookcases,2023-08,299.54
East,Consumer,Furniture,Bookcases,2023-09,10710.76
East,Consumer,Furniture,Bookcases,2023-10,35.52
East,Consumer,Furniture,Bookcases,2023-11,1230.45
East,Consumer,Furniture,Bookcases,2023-12,558.53
East,Consumer,Furniture,Bookcases,2024-03,921.72
East,Consumer,Furniture,Bookcases,2024-04,375.39
East,Consumer,Furniture,Bookcases,2024-06,529.25
East,Consumer,Furniture,Bookcases,2024-07,195.02
East,Consumer,Furniture,Bookcases,2024-09,1546.51
East,Consumer,Furniture,Bookcases,2024-10,148.21
East,Consumer,Furniture,Bookcases,2025-02,227.14
East,Consumer,Furniture,Bookcases,2025-03,287.35
East,Consumer,Furniture,Bookcases,2025-04,231.62
East,Consumer,Furniture,Bookcases,2025-06,440.29
East,Consumer,Furniture,Bookcases,2025-07,77.56
East,Consumer,Furniture,Bookcases,2025-08,131.47
East,Consumer,Furniture,Bookcases,2025-09,810.96
East,Consumer,Furniture,Bookcases,2025-10,2814.08
East,Consumer,Furniture,Bookcases,2025-11,529.88
East,Consumer,Furniture,Bookcases,2025-12,691.01
East,Consumer,Furniture,Chairs,2022-03,398.4
East,Consumer,Furniture,Chairs,2022-05,1992.76
East,Consumer,Furniture,Chairs,2022-06,2498.33
East,Consumer,Furniture,Chairs,2022-07,213.53
East,Consumer,Furniture,Chairs,2022-09,5716.33
East,Consumer,Furniture,Chairs,2022-10,3920.92
East,Consumer,Furniture,Chairs,2022-11,685.14
East,Consumer,Furniture,Chairs,2022-12,1070.82
East,Consumer,Furniture,Chairs,2023-01,167.42
East,Consumer,Furniture,Chairs,2023-02,1219.96
East,Consumer,Furniture,Chairs,2023-03,390.24
East,Consumer,Furniture,Chairs,2023-04,1256.43
East,Consumer,Furniture,Chairs,2023-05,964.71
East,Consumer,Furniture,Chairs,2023-06,138.19
East,Consumer,Furniture,Chairs,2023-07,2218.78
East,Consumer,Furniture,Chairs,2023-09,321.54
East,Consumer,Furniture,Chairs,2023-11,1898.44
East,Consumer,Furniture,Chairs,2023-12,1774.2
East,Consumer,Furniture,Chairs,2024-02,523.89
East,Consumer,Furniture,Chairs,2024-03,619.68
East,Consumer,Furniture,Chairs,2024-04,1188.62
East,Consumer,Furniture,Chairs,2024-05,514.14
East,Consumer,Furniture,Chairs,2024-06,652.81
East,Consumer,Furniture,Chairs,2024-08,1264.16
East,Consumer,Furniture,Chairs,2024-09,2305.93
East,Consumer,Furniture,Chairs,2024-10,1539.2
East,Consumer,Furniture,Chairs,2024-11,5074.08
East,Consumer,Furniture,Chairs,2024-12,5726.19
East,Consumer,Furniture,Chairs,2025-01,802.48
East,Consumer,Furniture,Chairs,2025-03,434.99
East,Consumer,Furniture,Chairs,2025-04,890.11
East,Consumer,Furniture,Chairs,2025-05,46.48
East,Consumer,Furniture,Chairs,2025-06,1205.16
East,Consumer,Furniture,Chairs,2025-07,908.35
East,Consumer,Furniture,Chairs,2025-08,4763.21
East,Consumer,Furniture,Chairs,2025-09,6130.9
East,Consumer,Furniture,Chairs,2025-10,150.07
East,Consumer,Furniture,Chairs,2025-11,1393.48
East,Consumer,Furniture,Chairs,2025-12,3287.05
East,Consumer,Furniture,Furnishings,2022-01,122.37
East,Consumer,Furniture,Furnishings,2022-03,8.82
East,Consumer,Furniture,Furnishings,2022-04,17.42
East,Consumer,Furniture,Furnishings,2022-05,201.79
East,Consumer,Furniture,Furnishings,2022-06,72.31
East,Consumer,Furniture,Furnishings,2022-07,109.44
East,Consumer,Furniture,Furnishings,2022-08,11.22
East,Consumer,Furniture,Furnishings,2022-09,845.22
East,Consumer,Furniture,Furnishings,2022-10,38.92
East,Consumer,Furniture,Furnishings,2022-11,680.85
East,Consumer,Furniture,Furnishings,2022-12,894.34
East,Consumer,Furniture,Furnishings,2023-05,74.1
East,Consumer,Furniture,Furnishings,2023-06,58.73
East,Consumer,Furniture,Furnishings,2023-07,553.07
East,Consumer,Furniture,Furnishings,2023-08,68.93
East,Consumer,Furniture,Furnishings,2023-09,143.34
East,Consumer,Furniture,Furnishings,2023-11,930.97
East,Consumer,Furniture,Furnishings,2023-12,532.98
East,Consumer,Furniture,Furnishings,2024-02,45.09
East,Consumer,Furniture,Furnishings,2024-03,1584.02
East,Consumer,Furniture,Furnishings,2024-05,489.0
East,Consumer,Furniture,Furnishings,2024-06,636.84
East,Consumer,Furniture,Furnishings,2024-07,11.56
East,Consumer,Furniture,Furnishings,2024-08,16.98
East,Consumer,Furniture,Furnishings,2024-09,704.17
East,Consumer,Furniture,Furnishings,2024-10,41.99
East,Consumer,Furniture,Furnishings,2024-11,185.15
East,Consumer,Furniture,Furnishings,2024-12,2104.32
East,Consumer,Furniture,Furnishings,2025-01,73.78
East,Consumer,Furniture,Furnishings,2025-02,117.25
East,Consumer,Furniture,Furnishings,2025-03,146.55
East,Consumer,Furniture,Furnishings,2025-04,119.78
East,Consumer,Furniture,Furnishings,2025-05,77.77
East,Consumer,Furniture,Furnishings,2025-06,339.34
East,Consumer,Furniture,Furnishings,2025-07,590.03
East,Consumer,Furniture,Furnishings,2025-09,556.62
East,Consumer,Furniture,Furnishings,2025-10,57.38
East,Consumer,Furniture,Furnishings,2025-11,702.87
East,Consumer,Furniture,Furnishings,2025-12,1007.36
East,Consumer,Furniture,Tables,2022-04,172.06
East,Consumer,Furniture,Tables,2022-05,1008.26
East,Consumer,Furniture,Tables,2022-08,786.63
East,Consumer,Furniture,Tables,2022-09,559.01
East,Consumer,Furniture,Tables,2022-10,803.61
East,Consumer,Furniture,Tables,2022-12,167.89
East,Consumer,Furniture,Tables,2023-01,966.27
East,Consumer,Furniture,Tables,2023-05,21.08
East,Consumer,Furniture,Tables,2023-07,1100.29
East,Consumer,Furniture,Tables,2023-08,331.64
East,Consumer,Furniture,Tables,2023-09,28.26
East,Consumer,Furniture,Tables,2023-10,233.11
East,Consumer,Furniture,Tables,2023-11,1328.19
East,Consumer,Furniture,Tables,2023-12,61.14
East,Consumer,Furniture,Tables,2024-01,148.61
East,Consumer,Furniture,Tables,2024-02,445.46
East,Consumer,Furniture,Tables,2024-03,1025.78
East,Consumer,Furniture,Tables,2024-05,164.7
East,Consumer,Furniture,Tables,2024-08,453.86
East,Consumer,Furniture,Tables,2024-10,660.1
East,Consumer,Furniture,Tables,2024-12,1011.31
East,Consumer,Furniture,Tables,2025-06,1012.29
East,Consumer,Furniture,Tables,2025-07,410.24
East,Consumer,Furniture,Tables,2025-10,673.5
East,Consumer,Furniture,Tables,2025-11,629.51
East,Consumer,Furniture,Tables,2025-12,352.78
East,Consumer,Office Supplies,Appliances,2022-05,212.72
East,Consumer,Office Supplies,Appliances,2022-06,138.43
East,Consumer,Office Supplies,Appliances,2022-08,99.85
East,Consumer,Office Supplies,Appliances,2022-09,798.03
East,Consumer,Office Supplies,Appliances,2022-10,248.64
East,Consumer,Office Supplies,Appliances,2022-11,686.33
East,Consumer,Office Supplies,Appliances,2022-12,372.1
East,Consumer,Office Supplies,Appliances,2023-03,3.71
East,Consumer,Office Supplies,Appliances,2023-04,948.92
East,Consumer,Office Supplies,Appliances,2023-05,223.19
East,Consumer,Office Supplies,Appliances,2023-08,107.05
East,Consumer,Office Supplies,Appliances,2023-09,346.32
East,Consumer,Office Supplies,Appliances,2023-11,3130.28
East,Consumer,Office Supplies,Appliances,2023-12,698.02
East,Consumer,Office Supplies,Appliances,2024-02,152.34
East,Consumer,Office Supplies,Appliances,2024-03,909.03
East,Consumer,Office Supplies,Appliances,2024-04,33.9
East,Consumer,Office Supplies,Appliances,2024-05,1115.02
East,Consumer,Office Supplies,Appliances,2024-06,315.95
East,Consumer,Office Supplies,Appliances,2024-07,49.21
East,Consumer,Office Supplies,Appliances,2024-08,210.03
East,Consumer,Office Supplies,Appliances,2024-09,670.59
East,Consumer,Office Supplies,Appliances,2024-11,152.78
East,Consumer,Office Supplies,Appliances,2024-12,1485.79
East,Consumer,Office Supplies,Appliances,2025-01,2575.45
East,Consumer,Office Supplies,Appliances,2025-02,28.3
East,Consumer,Office Supplies,Appliances,2025-03,417.83
East,Consumer,Office Supplies,Appliances,2025-04,340.97
East,Consumer,Office Supplies,Appliances,2025-07,18.05
East,Consumer,Office Supplies,Appliances,2025-08,843.93
East,Consumer,Office Supplies,Appliances,2025-09,99.11
East,Consumer,Office Supplies,Appliances,2025-10,1055.28
East,Consumer,Office Supplies,Appliances,2025-11,111.1
East,Consumer,Office Supplies,Appliances,2025-12,3594.77
East,Consumer,Office Supplies,Art,2022-01,20.11
East,Consumer,Office Supplies,Art,2022-02,18.19
East,Consumer,Office Supplies,Art,2022-03,110.66
East,Consumer,Office Supplies,Art,2022-05,65.03
East,Consumer,Office Supplies,Art,2022-06,105.7
East,Consumer,Office Supplies,Art,2022-07,46.77
East,Consumer,Office Supplies,Art,2022-08,46.64
East,Consumer,Office Supplies,Art,2022-09,114.46
East,Consumer,Office Supplies,Art,2022-10,126.96
East,Consumer,Office Supplies,Art,2022-11,3.26
East,Consumer,Office Supplies,Art,2022-12,3.42
East,Consumer,Office Supplies,Art,2023-02,271.72
East,Consumer,Office Supplies,Art,2023-04,32.34
East,Consumer,Office Supplies,Art,2023-05,146.61
East,Consumer,Office Supplies,Art,2023-07,100.66
East,Consumer,Office Supplies,Art,2023-08,133.72
East,Consumer,Office Supplies,Art,2023-09,165.6
East,Consumer,Office Supplies,Art,2023-10,3.14
East,Consumer,Office Supplies,Art,2023-11,84.18
East,Consumer,Office Supplies,Art,2023-12,94.42
East,Consumer,Office Supplies,Art,2024-02,107.06
East,Consumer,Office Supplies,Art,2024-03,61.98
East,Consumer,Office Supplies,Art,2024-04,659.59
East,Consumer,Office Supplies,Art,2024-05,86.31
East,Consumer,Office Supplies,Art,2024-06,82.35
East,Consumer,Office Supplies,Art,2024-07,4.23
East,Consumer,Office Supplies,Art,2024-08,84.47
East,Consumer,Office Supplies,Art,2024-09,93.92
East,Consumer,Office Supplies,Art,2024-10,22.32
East,Consumer,Office Supplies,Art,2024-11,70.93
East,Consumer,Office Supplies,Art,2025-01,21.75
East,Consumer,Office Supplies,Art,2025-02,8.79
East,Consumer,Office Supplies,Art,2025-03,144.13
East,Consumer,Office Supplies,Art,2025-04,115.39
East,Consumer,Office Supplies,Art,2025-05,41.5
East,Consumer,Office Supplies,Art,2025-06,91.31
East,Consumer,Office Supplies,Art,2025-07,243.17
East,Consumer,Office Supplies,Art,2025-08,150.68
East,Consumer,Office Supplies,Art,2025-09,160.86
East,Consumer,Office Supplies,Art,2025-11,352.04
East,Consumer,Office Supplies,Art,2025-12,63.79
East,Consumer,Office Supplies,Binders,2022-01,26.11
East,Consumer,Office Supplies,Binders,2022-03,48.5
East,Consumer,Office Supplies,Binders,2022-05,179.98
East,Consumer,Office Supplies,Binders,2022-06,507.5
East,Consumer,Office Supplies,Binders,2022-07,60.54
East,Consumer,Office Supplies,Binders,2022-08,553.58
East,Consumer,Office Supplies,Binders,2022-09,327.23
East,Consumer,Office Supplies,Binders,2022-10,81.48
East,Consumer,Office Supplies,Binders,2022-11,2659.63
East,Consumer,Office Supplies,Binders,2022-12,251.6
East,Consumer,Office Supplies,Binders,2023-02,2232.81
East,Consumer,Office Supplies,Binders,2023-03,697.94
East,Consumer,Office Supplies,Binders,2023-04,56.94
East,Consumer,Office Supplies,Binders,2023-05,42.84
East,Consumer,Office Supplies,Binders,2023-06,4411.84
East,Consumer,Office Supplies,Binders,2023-07,293.73
East,Consumer,Office Supplies,Binders,2023-08,1595.95
East,Consumer,Office Supplies,Binders,2023-09,379.19
East,Consumer,Office Supplies,Binders,2023-10,43.88
East,Consumer,Office Supplies,Binders,2023-11,283.01
East,Consumer,Office Supplies,Binders,2023-12,420.68
East,Consumer,Office Supplies,Binders,2024-01,68.81
East,Consumer,Office Supplies,Binders,2024-02,337.29
East,Consumer,Office Supplies,Binders,2024-03,673.84
East,Consumer,Office Supplies,Binders,2024-04,801.81
East,Consumer,Office Supplies,Binders,2024-05,211.1
East,Consumer,Office Supplies,Binders,2024-06,628.01
East,Consumer,Office Supplies,Binders,2024-07,1207.99
East,Consumer,Office Supplies,Binders,2024-08,1006.12
East,Consumer,Office Supplies,Binders,2024-09,1190.45
East,Consumer,Office Supplies,Binders,2024-10,358.33
East,Consumer,Office Supplies,Binders,2024-11,1379.79
East,Consumer,Office Supplies,Binders,2024-12,1776.28
East,Consumer,Office Supplies,Binders,2025-01,258.49
East,Consumer,Office Supplies,Binders,2025-02,19.68
East,Consumer,Office Supplies,Binders,2025-03,524.07
East,Consumer,Office Supplies,Binders,2025-04,49.28
East,Consumer,Office Supplies,Binders,2025-05,703.76
East,Consumer,Office Supplies,Binders,2025-06,207.76
East,Consumer,Office Supplies,Binders,2025-07,44.1
East,Consumer,Office Supplies,Binders,2025-08,5222.12
East,Consumer,Office Supplies,Binders,2025-09,863.94
East,Consumer,Office Supplies,Binders,2025-10,64.66
East,Consumer,Office Supplies,Binders,2025-11,479.06
East,Consumer,Office Supplies,Binders,2025-12,2390.45
East,Consumer,Office Supplies,Envelopes,2022-06,66.2
East,Consumer,Office Supplies,Envelopes,2022-08,133.26
East,Consumer,Office Supplies,Envelopes,2022-09,76.02
East,Consumer,Office Supplies,Envelopes,2022-10,218.51
East,Consumer,Office Supplies,Envelopes,2022-11,82.13
East,Consumer,Office Supplies,Envelopes,2022-12,42.01
East,Consumer,Office Supplies,Envelopes,2023-03,44.74
East,Consumer,Office Supplies,Envelopes,2023-06,7.21
East,Consumer,Office Supplies,Envelopes,2023-09,154.43
East,Consumer,Office Supplies,Envelopes,2023-10,96.46
East,Consumer,Office Supplies,Envelopes,2023-11,51.71
East,Consumer,Office Supplies,Envelopes,2023-12,22.15
East,Consumer,Office Supplies,Envelopes,2024-01,15.2
East,Consumer,Office Supplies,Envelopes,2024-02,43.86
East,Consumer,Office Supplies,Envelopes,2024-03,203.6
East,Consumer,Office Supplies,Envelopes,2024-04,7.35
East,Consumer,Office Supplies,Envelopes,2024-05,35.39
East,Consumer,Office Supplies,Envelopes,2024-06,126.26
East,Consumer,Office Supplies,Envelopes,2024-08,122.53
East,Consumer,Office Supplies,Envelopes,2024-12,463.99
East,Consumer,Office Supplies,Envelopes,2025-01,2.1
East,Consumer,Office Supplies,Envelopes,2025-03,7.77
East,Consumer,Office Supplies,Envelopes,2025-09,31.67
East,Consumer,Office Supplies,Envelopes,2025-11,195.27
East,Consumer,Office Supplies,Envelopes,2025-12,14.56
East,Consumer,Office Supplies,Fasteners,2022-03,9.39
East,Consumer,Office Supplies,Fasteners,2022-08,41.31
East,Consumer,Office Supplies,Fasteners,2022-11,4.8
East,Consumer,Office Supplies,Fasteners,2022-12,146.78
East,Consumer,Office Supplies,Fasteners,2023-07,16.41
East,Consumer,Office Supplies,Fasteners,2023-08,10.47
East,Consumer,Office Supplies,Fasteners,2023-09,39.5
East,Consumer,Office Supplies,Fasteners,2023-11,17.46
East,Consumer,Office Supplies,Fasteners,2023-12,62.54
East,Consumer,Office Supplies,Fasteners,2024-01,6.18
East,Consumer,Office Supplies,Fasteners,2024-02,8.69
East,Consumer,Office Supplies,Fasteners,2024-03,6.1
East,Consumer,Office Supplies,Fasteners,2024-06,4.32
East,Consumer,Office Supplies,Fasteners,2024-07,27.4
East,Consumer,Office Supplies,Fasteners,2024-08,11.94
East,Consumer,Office Supplies,Fasteners,2024-10,43.86
East,Consumer,Office Supplies,Fasteners,2024-11,38.76
East,Consumer,Office Supplies,Fasteners,2024-12,70.37
East,Consumer,Office Supplies,Fasteners,2025-05,3.5
East,Consumer,Office Supplies,Fasteners,2025-09,23.16
East,Consumer,Office Supplies,Fasteners,2025-10,17.63
East,Consumer,Office Supplies,Fasteners,2025-12,141.88
East,Consumer,Office Supplies,Labels,2022-01,27.11
East,Consumer,Office Supplies,Labels,2022-09,127.31
East,Consumer,Office Supplies,Labels,2022-11,213.72
East,Consumer,Office Supplies,Labels,2022-12,21.6
East,Consumer,Office Supplies,Labels,2023-02,3.01
East,Consumer,Office Supplies,Labels,2023-03,17.57
East,Consumer,Office Supplies,Labels,2023-04,44.96
East,Consumer,Office Supplies,Labels,2023-05,43.74
East,Consumer,Office Supplies,Labels,2023-07,12.82
East,Consumer,Office Supplies,Labels,2023-08,7.31
East,Consumer,Office Supplies,Labels,2023-09,166.54
East,Consumer,Office Supplies,Labels,2023-12,9.12
East,Consumer,Office Supplies,Labels,2024-05,65.6
East,Consumer,Office Supplies,Labels,2024-06,241.54
East,Consumer,Office Supplies,Labels,2024-08,89.5
East,Consumer,Office Supplies,Labels,2024-09,63.62
East,Consumer,Office Supplies,Labels,2024-12,245.22
East,Consumer,Office Supplies,Labels,2025-01,4.61
East,Consumer,Office Supplies,Labels,2025-03,110.83
East,Consumer,Office Supplies,Labels,2025-04,10.45
East,Consumer,Office Supplies,Labels,2025-05,81.94
East,Consumer,Office Supplies,Labels,2025-06,9.99
East,Consumer,Office Supplies,Labels,2025-07,10.93
East,Consumer,Office Supplies,Labels,2025-08,15.22
East,Consumer,Office Supplies,Labels,2025-09,70.56
East,Consumer,Office Supplies,Labels,2025-10,37.91
East,Consumer,Office Supplies,Labels,2025-12,262.12
East,Consumer,Office Supplies,Paper,2022-01,35.38
East,Consumer,Office Supplies,Paper,2022-03,234.81
East,Consumer,Office Supplies,Paper,2022-05,154.89
East,Consumer,Office Supplies,Paper,2022-06,411.0
East,Consumer,Office Supplies,Paper,2022-07,47.41
East,Consumer,Office Supplies,Paper,2022-08,583.25
East,Consumer,Office Supplies,Paper,2022-09,251.14
East,Consumer,Office Supplies,Paper,2022-10,156.45
East,Consumer,Office Supplies,Paper,2022-11,188.03
East,Consumer,Office Supplies,Paper,2022-12,77.93
East,Consumer,Office Supplies,Paper,2023-02,19.89
East,Consumer,Office Supplies,Paper,2023-03,74.51
East,Consumer,Office Supplies,Paper,2023-04,26.55
East,Consumer,Office Supplies,Paper,2023-05,75.2
East,Consumer,Office Supplies,Paper,2023-06,49.03
East,Consumer,Office Supplies,Paper,2023-07,42.09
East,Consumer,Office Supplies,Paper,2023-08,152.2
East,Consumer,Office Supplies,Paper,2023-09,233.03
East,Consumer,Office Supplies,Paper,2023-10,125.9
East,Consumer,Office Supplies,Paper,2023-11,235.43
East,Consumer,Office Supplies,Paper,2023-12,348.87
East,Consumer,Office Supplies,Paper,2024-01,48.8
East,Consumer,Office Supplies,Paper,2024-02,32.82
East,Consumer,Office Supplies,Paper,2024-03,253.4
East,Consumer,Office Supplies,Paper,2024-04,256.96
East,Consumer,Office Supplies,Paper,2024-05,89.18
East,Consumer,Office Supplies,Paper,2024-06,339.31
East,Consumer,Office Supplies,Paper,2024-08,222.56
East,Consumer,Office Supplies,Paper,2024-09,204.87
East,Consumer,Office Supplies,Paper,2024-11,407.39
East,Consumer,Office Supplies,Paper,2024-12,381.7
East,Consumer,Office Supplies,Paper,2025-01,109.86
East,Consumer,Office Supplies,Paper,2025-02,58.84
East,Consumer,Office Supplies,Paper,2025-03,200.61
East,Consumer,Office Supplies,Paper,2025-04,115.57
East,Consumer,Office Supplies,Paper,2025-05,123.21
East,Consumer,Office Supplies,Paper,2025-06,139.3
East,Consumer,Office Supplies,Paper,2025-07,365.19
East,Consumer,Office Supplies,Paper,2025-08,432.79
East,Consumer,Office Supplies,Paper,2025-09,831.7
East,Consumer,Office Supplies,Paper,2025-10,269.8
East,Consumer,Office Supplies,Paper,2025-11,1043.71
East,Consumer,Office Supplies,Paper,2025-12,455.44
East,Consumer,Office Supplies,Storage,2022-06,1830.62
East,Consumer,Office Supplies,Storage,2022-07,23.83
East,Consumer,Office Supplies,Storage,2022-08,487.73
East,Consumer,Office Supplies,Storage,2022-09,2385.55
East,Consumer,Office Supplies,Storage,2022-10,445.66
East,Consumer,Office Supplies,Storage,2022-11,1386.07
East,Consumer,Office Supplies,Storage,2022-12,621.5
East,Consumer,Office Supplies,Storage,2023-03,610.55
East,Consumer,Office Supplies,Storage,2023-04,40.54
East,Consumer,Office Supplies,Storage,2023-05,817.95
East,Consumer,Office Supplies,Storage,2023-06,31.64
East,Consumer,Office Supplies,Storage,2023-07,121.21
East,Consumer,Office Supplies,Storage,2023-08,960.09
